"cin","cout","title","deweyClass","itemtype"
"2006-03-23 19:25:00","2006-03-01 17:48:00","Learn SQL in a weekend","005.7585","acbk"
"2006-03-24 11:19:00","2006-02-21 15:52:00","Sams teach yourself SQL in 21 days","005.7565","acbk"
"2006-03-24 14:35:00","2006-03-02 18:07:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-03-24 14:58:00","2006-01-28 10:27:00","Sams teach yourself SQL in 21 days","005.7565","acbk"
"2006-03-24 15:49:00","2006-02-23 15:09:00","SQL clearly explained","005.756","acbk"
"2006-03-25 13:18:00","2006-02-26 15:15:00","Microsoft SQL server 2000 programming step by step","005.7585","acbk"
"2006-03-25 17:23:00","2006-01-21 17:29:00","Mastering SQL","005.7585","acbk"
"2006-03-26 12:11:00","2006-03-09 19:46:00","PHP and MySQL Web development","005.72","acbk"
"2006-03-26 16:26:00","2006-02-19 15:30:00","MCSE administering SQL server 7","005.7585","acbk"
"2006-03-26 16:27:00","2006-02-19 15:30:00","SQL clearly explained","005.756","acbk"
"2006-03-26 16:32:00","2006-02-19 15:31:00","Transact SQL desk reference","005.7585","acbk"
"2006-03-27 10:46:00","2006-02-19 15:31:00","Transact SQL desk reference","005.7585","acbk"
"2006-03-27 14:27:00","2006-02-01 13:41:00","High performance MySQL optimization backups replication and load balancing","005.7565","acbk"
"2006-03-27 16:17:00","2006-02-21 15:36:00","PHP MySQL for dummies","005.2762","acbk"
"2006-03-27 16:50:00","2006-02-26 15:15:00","Microsoft SQL server 2000 programming step by step","005.7585","acbk"
"2006-03-27 19:20:00","2006-01-23 19:35:00","MySQL","005.7585","acbk"
"2006-03-27 19:21:00","2006-01-21 17:03:00","Sams teach yourself MySQL in 21 days","005.7585","acbk"
"2006-03-27 21:57:00","2006-01-14 10:40:00","SQL clearly explained","005.756","acbk"
"2006-03-28 21:59:00","2006-01-28 10:27:00","Sams teach yourself SQL in 21 days","005.7565","acbk"
"2006-03-29 10:52:00","2006-03-02 11:34:00","Microsoft SQL Server 2000 DTS step by step","005.7585","acbk"
"2006-03-29 10:52:00","2006-03-09 19:46:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-03-29 12:07:00","2006-01-14 10:40:00","SQL clearly explained","005.756","acbk"
"2006-03-29 12:09:00","2006-02-16 11:46:00","Sams teach yourself SQL in 21 days","005.7565","acbk"
"2006-03-30 11:11:00","2006-01-28 10:27:00","Sams teach yourself SQL in 21 days","005.7565","acbk"
"2006-03-30 12:18:00","2006-03-02 11:36:00","Learning SQL","005.7565","acbk"
"2006-03-30 13:03:00","2006-01-25 14:44:00","Inside Microsoft SQL Server 2000","005.7585","acbk"
"2006-03-30 18:54:00","2006-03-08 19:42:00","Learning SQL","005.7565","acbk"
"2006-03-30 19:08:00","2006-03-09 15:29:00","MySQL the definitive guide to using programming and administering MySQL4","005.7585","acbk"
"2006-03-30 19:09:00","2006-01-26 16:40:00","MySQL","005.7585","acbk"
"2006-03-30 19:33:00","2006-02-12 14:20:00","High performance MySQL optimization backups replication and load balancing","005.7565","acbk"
"2006-03-31 15:19:00","2006-03-09 15:29:00","MySQL the definitive guide to using programming and administering MySQL4","005.7585","acbk"
"2006-03-31 19:17:00","2006-02-23 15:09:00","SQL clearly explained","005.756","acbk"
"2006-04-01 10:53:00","2006-01-25 14:44:00","Inside Microsoft SQL Server 2000","005.7585","acbk"
"2006-04-03 16:00:00","2006-02-21 15:36:00","PHP MySQL for dummies","005.2762","acbk"
"2006-04-04 12:24:00","2006-03-08 19:42:00","Learning SQL","005.7565","acbk"
"2006-04-04 13:29:00","2006-02-23 15:09:00","SQL clearly explained","005.756","acbk"
"2006-04-04 14:52:00","2006-02-21 15:36:00","PHP MySQL for dummies","005.2762","acbk"
"2006-04-04 16:14:00","2006-03-24 16:39:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-04-04 16:58:00","2006-03-02 13:13:00","MCSE administering SQL server 7","005.7585","acbk"
"2006-04-04 17:40:00","2006-03-14 17:41:00","SQL Server 2000 the complete reference","005.7585","acbk"
"2006-04-05 19:06:00","2006-03-15 12:18:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-04-06 12:14:00","2006-03-09 19:46:00","PHP and MySQL Web development","005.72","acbk"
"2006-04-06 17:00:00","2006-04-06 14:34:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-04-07 12:21:00","2006-04-06 14:34:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-04-07 12:49:00","2006-03-21 14:16:00","visual introduction to SQL","005.446","acbk"
"2006-04-07 12:50:00","2006-03-21 14:16:00","Microsoft SQL Server 2000 DTS step by step","005.7585","acbk"
"2006-04-07 13:16:00","2006-02-25 17:35:00","Oracle DBA SQL quick reference","005.7585","acbk"
"2006-04-08 11:15:00","2006-02-16 11:46:00","Sams teach yourself SQL in 21 days","005.7565","acbk"
"2006-04-10 11:16:00","2006-03-09 15:29:00","MySQL the definitive guide to using programming and administering MySQL4","005.7585","acbk"
"2006-04-10 15:45:00","2006-03-21 14:16:00","Microsoft SQL Server 2000 DTS step by step","005.7585","acbk"
"2006-04-10 15:47:00","2006-02-16 11:46:00","Sams teach yourself SQL in 21 days","005.7565","acbk"
"2006-04-10 18:06:00","2006-03-09 19:46:00","PHP and MySQL Web development","005.72","acbk"
"2006-04-11 12:33:00","2006-03-09 19:46:00","PHP and MySQL Web development","005.72","acbk"
"2006-04-11 13:00:00","2006-03-09 15:29:00","MySQL the definitive guide to using programming and administering MySQL4","005.7585","acbk"
"2006-04-11 18:23:00","2006-02-26 16:41:00","Microsoft SQL Server 7 0 database implementation training kit","005.7585","acbk"
"2006-04-12 13:40:00","2006-03-20 18:50:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-04-12 18:32:00","2006-03-24 15:03:00","gurus guide to Transact SQL","005.756","acbk"
"2006-04-13 12:39:00","2006-03-23 19:09:00","Beginning SQL","005.7565","acbk"
"2006-04-13 13:41:00","2006-03-20 18:50:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-04-13 17:19:00","2006-03-19 15:08:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-04-13 23:27:00","2006-03-24 15:03:00","gurus guide to Transact SQL","005.756","acbk"
"2006-04-14 12:02:00","2006-03-25 12:18:00","Sams teach yourself SQL in 21 days","005.7565","acbk"
"2006-04-14 12:04:00","2006-03-25 12:18:00","Murachs SQL for SQL server","005.7585","acbk"
"2006-04-14 13:21:00","2006-03-19 15:08:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-04-14 16:59:00","2006-03-24 11:19:00","SQL","005.7585","acbk"
"2006-04-15 10:48:00","2006-04-03 15:28:00","MCSE administering SQL server 7","005.7585","acbk"
"2006-04-17 12:01:00","2006-03-24 15:03:00","gurus guide to Transact SQL","005.756","acbk"
"2006-04-20 17:12:00","2006-03-24 11:19:00","SQL","005.7585","acbk"
"2006-04-20 19:24:00","2006-04-01 15:14:00","Learn SQL in a weekend","005.7585","acbk"
"2006-04-21 11:00:00","2006-04-05 18:55:00","Inside Microsoft SQL Server 2000","005.7585","acbk"
"2006-04-22 10:13:00","2006-03-14 18:25:00","Sams teach yourself SQL in 21 days","005.7565","acbk"
"2006-04-22 15:41:00","2006-04-05 17:04:00","SQL Server 2000 the complete reference","005.7585","acbk"
"2006-04-23 14:01:00","2006-04-11 17:57:00","Microsoft SQL Server 2000 DTS step by step","005.7585","acbk"
"2006-04-24 13:21:00","2006-04-17 19:32:00","Inside Microsoft SQL server 6 5","005.7585","acbk"
"2006-04-24 14:51:00","2006-04-07 17:52:00","High performance MySQL optimization backups replication and load balancing","005.7565","acbk"
"2006-04-24 16:34:00","2006-03-14 18:25:00","Sams teach yourself SQL in 21 days","005.7565","acbk"
"2006-04-24 18:04:00","2006-04-01 15:14:00","Learn SQL in a weekend","005.7585","acbk"
"2006-04-25 10:39:00","2006-03-17 16:20:00","Learning SQL","005.7565","acbk"
"2006-04-25 14:15:00","2006-03-23 19:09:00","MySQL","005.7585","acbk"
"2006-04-25 14:42:00","2006-03-31 16:46:00","Learning SQL","005.7565","acbk"
"2006-04-25 15:12:00","2006-03-19 15:08:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-04-26 16:21:00","2006-04-17 13:16:00","Sams teach yourself Microsoft SQL server 7 0 in 21 days","005.7585","acbk"
"2006-04-27 12:16:00","2006-04-06 16:09:00","SQL clearly explained","005.756","acbk"
"2006-04-27 15:20:00","2006-04-25 15:05:00","Sams teach yourself SQL in 21 days","005.7565","acbk"
"2006-04-27 16:13:00","2006-04-06 19:03:00","PHP MySQL for dummies","005.2762","acbk"
"2006-04-27 16:52:00","2006-03-10 16:40:00","Learn Microsoft SQL Server 2000","005.7585","acbk"
"2006-04-27 18:12:00","2006-03-29 18:31:00","Microsoft SQL Server 2000 DTS step by step","005.7585","acbk"
"2006-04-28 10:11:00","2006-03-29 18:35:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-04-28 10:23:00","2006-03-10 16:40:00","Learn Microsoft SQL Server 2000","005.7585","acbk"
"2006-04-28 13:06:00","2006-03-29 18:03:00","PHP MySQL for dummies","005.2762","acbk"
"2006-04-28 14:40:00","2006-03-16 17:50:00","Joe Celkos SQL for smarties advanced SQL programming","005.133","acbk"
"2006-04-28 17:41:00","2006-04-07 16:46:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-04-29 12:12:00","2006-04-04 15:44:00","Sams teach yourself SQL in 21 days","005.7565","acbk"
"2006-04-29 14:22:00","2006-04-21 11:33:00","Beginning SQL","005.7565","acbk"
"2006-04-30 16:09:00","2006-04-09 13:33:00","SQL clearly explained","005.756","acbk"
"2006-05-02 14:04:00","2006-04-25 15:05:00","Sams teach yourself SQL in 21 days","005.7565","acbk"
"2006-05-02 19:17:00","2006-02-27 17:39:00","Transact SQL desk reference","005.7585","acbk"
"2006-05-03 18:04:00","2006-04-08 14:28:00","Learning SQL","005.7565","acbk"
"2006-05-04 10:51:00","2006-04-01 15:14:00","Learn SQL in a weekend","005.7585","acbk"
"2006-05-04 12:04:00","2006-03-20 18:50:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-05-05 00:00:00","2006-03-01 16:13:00","SQL","005.7585","acbk"
"2006-05-05 10:49:00","2006-04-01 15:14:00","Learn SQL in a weekend","005.7585","acbk"
"2006-05-05 13:23:00","2006-04-26 19:23:00","MySQL","005.7585","acbk"
"2006-05-05 13:53:00","2006-04-09 13:33:00","SQL clearly explained","005.756","acbk"
"2006-05-05 14:38:00","2006-04-14 17:43:00","PHP and MySQL Web development","005.72","acbk"
"2006-05-05 17:29:00","2006-03-20 18:50:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-05-06 15:28:00","2006-04-08 14:28:00","Learning SQL","005.7565","acbk"
"2006-05-06 16:29:00","2006-04-17 14:18:00","Microsoft SQL Server 7 0 database implementation training kit","005.7585","acbk"
"2006-05-06 16:45:00","2006-03-23 12:36:00","XML and SQL Server 2000","005.7585","acbk"
"2006-05-08 10:38:00","2006-03-29 18:03:00","PHP MySQL for dummies","005.2762","acbk"
"2006-05-08 11:13:00","2006-03-23 12:36:00","XML and SQL Server 2000","005.7585","acbk"
"2006-05-08 19:37:00","2006-03-28 10:55:00","SQL clearly explained","005.756","acbk"
"2006-05-08 19:37:00","2006-03-28 10:55:00","Learn SQL in three days","005.756","acbk"
"2006-05-09 10:54:00","2006-03-17 16:20:00","Learning SQL","005.7565","acbk"
"2006-05-09 11:36:00","2006-03-29 18:03:00","PHP MySQL for dummies","005.2762","acbk"
"2006-05-09 19:43:00","2006-04-17 18:23:00","MySQL the definitive guide to using programming and administering MySQL4","005.7585","acbk"
"2006-05-21 17:31:00","2006-05-01 13:04:00","MySQL","005.7585","acbk"
"2006-05-21 17:43:00","2006-05-07 14:46:00","SQL clearly explained","005.756","acbk"
"2006-05-22 14:11:00","2006-04-26 13:44:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-05-22 18:12:00","2006-04-30 16:13:00","Learning SQL","005.7565","acbk"
"2006-05-22 19:34:00","2006-05-01 18:25:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-05-22 21:58:00","2006-04-28 16:48:00","PHP MySQL for dummies","005.2762","acbk"
"2006-05-23 10:14:00","2006-03-29 18:03:00","PHP MySQL for dummies","005.2762","acbk"
"2006-05-23 11:16:00","2006-04-28 16:48:00","PHP MySQL for dummies","005.2762","acbk"
"2006-05-23 12:07:00","2006-05-01 13:04:00","MySQL","005.7585","acbk"
"2006-05-23 12:09:00","2006-04-26 13:44:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-05-23 12:23:00","2006-04-20 13:43:00","Sams teach yourself SQL in 21 days","005.7565","acbk"
"2006-05-24 14:46:00","2006-04-26 13:44:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-05-24 19:19:00","2006-05-03 15:50:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-05-25 12:32:00","2006-04-30 16:13:00","Learning SQL","005.7565","acbk"
"2006-05-25 14:37:00","2006-05-01 18:25:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-05-25 19:12:00","2006-04-17 18:23:00","MySQL the definitive guide to using programming and administering MySQL4","005.7585","acbk"
"2006-05-25 19:35:00","2006-04-02 16:52:00","SQL clearly explained","005.756","acbk"
"2006-05-26 20:08:00","2006-03-01 16:13:00","SQL","005.7585","acbk"
"2006-05-27 17:26:00","2006-05-03 15:50:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-05-30 11:52:00","2006-04-26 13:46:00","Microsoft SQL server 2000 programming step by step","005.7585","acbk"
"2006-05-30 11:55:00","2006-03-03 11:31:00","Beginning Visual basic SQL server 7 0","005.7585","acbk"
"2006-05-30 14:56:00","2006-05-03 15:50:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-05-30 15:59:00","2006-04-07 17:52:00","High performance MySQL optimization backups replication and load balancing","005.7565","acbk"
"2006-05-31 10:40:00","2006-04-07 17:52:00","High performance MySQL optimization backups replication and load balancing","005.7565","acbk"
"2006-05-31 11:38:00","2006-04-28 14:45:00","SQL clearly explained","005.756","acbk"
"2006-05-31 15:21:00","2006-03-30 17:58:00","MySQL","005.7585","acbk"
"2006-05-31 16:35:00","2006-05-10 11:29:00","Learn SQL in a weekend","005.7585","acbk"
"2006-05-31 17:17:00","2006-04-20 13:43:00","Microsoft Access projects with Microsoft SQL server","005.7585","acbk"
"2006-05-31 17:19:00","2006-05-09 13:46:00","Learning SQL","005.7565","acbk"
"2006-06-01 12:03:00","2006-04-28 14:45:00","SQL clearly explained","005.756","acbk"
"2006-06-01 12:50:00","2006-05-07 14:46:00","SQL clearly explained","005.756","acbk"
"2006-06-01 14:11:00","2006-05-26 13:49:00","Mastering SQL","005.7585","acbk"
"2006-06-01 19:04:00","2006-05-16 18:02:00","Transact SQL desk reference","005.7585","acbk"
"2006-06-02 10:44:00","2006-03-29 18:03:00","PHP MySQL for dummies","005.2762","acbk"
"2006-06-02 15:08:00","2006-05-11 16:38:00","MySQL","005.7585","acbk"
"2006-06-03 10:57:00","2006-05-13 16:21:00","PHP and MySQL Web development","005.72","acbk"
"2006-06-03 17:44:00","2006-04-22 13:37:00","Hitchhikers guide to Visual Basic and SQL server","005.133","acbk"
"2006-06-04 13:28:00","2006-05-23 16:59:00","Sams teach yourself SQL in 21 days","005.7565","acbk"
"2006-06-04 14:55:00","2006-04-25 19:36:00","SQL clearly explained","005.756","acbk"
"2006-06-05 13:21:00","2006-04-22 14:56:00","gurus guide to Transact SQL","005.756","acbk"
"2006-06-05 18:18:00","2006-03-30 17:58:00","MySQL","005.7585","acbk"
"2006-06-06 12:31:00","2006-03-29 18:03:00","PHP MySQL for dummies","005.2762","acbk"
"2006-06-06 17:07:00","2006-05-10 11:29:00","Learn SQL in a weekend","005.7585","acbk"
"2006-06-06 17:29:00","2006-04-22 13:37:00","Hitchhikers guide to Visual Basic and SQL server","005.133","acbk"
"2006-06-06 18:51:00","2006-06-06 18:51:00","PHP and MySQL Web development","005.72","acbk"
"2006-06-06 22:40:00","2006-06-02 12:49:00","PHP and MySQL for dynamic Web sites","005.72","acbk"
"2006-06-07 12:33:00","2006-04-22 13:37:00","Hitchhikers guide to Visual Basic and SQL server","005.133","acbk"
"2006-06-07 13:19:00","2006-06-02 12:49:00","PHP and MySQL for dynamic Web sites","005.72","acbk"
"2006-06-07 14:20:00","2006-04-11 15:42:00","Sams teach yourself SQL in 21 days","005.7565","acbk"
"2006-06-07 22:57:00","2006-01-28 17:10:00","High performance MySQL optimization backups replication and load balancing","005.7565","acbk"
"2006-06-08 11:25:00","2006-04-30 16:13:00","Learning SQL","005.7565","acbk"
"2006-06-08 11:29:00","2006-01-28 17:10:00","High performance MySQL optimization backups replication and load balancing","005.7565","acbk"
"2006-06-08 12:26:00","2006-04-11 15:42:00","Sams teach yourself SQL in 21 days","005.7565","acbk"
"2006-06-08 16:29:00","2006-03-23 11:36:00","Microsoft Access projects with Microsoft SQL server","005.7585","acbk"
"2006-06-08 18:00:00","2006-06-08 17:56:00","Microsoft SQL server 2000 programming step by step","005.7585","acbk"
"2006-06-08 18:17:00","2006-05-27 14:06:00","Microsoft SQL Server 2005 for dummies","005.376","acbk"
"2006-06-09 11:43:00","2006-05-27 14:06:00","Microsoft SQL Server 2005 for dummies","005.376","acbk"
"2006-06-09 17:30:00","2006-04-28 17:29:00","SQL Server 2000 the complete reference","005.7585","acbk"
"2006-06-09 17:30:00","2006-04-21 17:50:00","Inside Microsoft SQL Server 2000","005.7585","acbk"
"2006-06-10 16:54:00","2006-05-23 16:52:00","MySQL","005.7585","acbk"
"2006-06-10 16:54:00","2006-05-23 16:52:00","Sams teach yourself MySQL in 21 days","005.7585","acbk"
"2006-06-10 16:57:00","2006-05-23 16:52:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-06-12 11:10:00","2006-05-23 16:52:00","Web database applications with PHP and MySQL","005.2762","acbk"
"2006-06-12 13:59:00","2006-04-21 17:50:00","Inside Microsoft SQL Server 2000","005.7585","acbk"
"2006-06-12 16:23:00","2006-04-10 15:53:00","visual introduction to SQL","005.446","acbk"
